Company,title,location,date_posted,link,role description,role responsibilities,role reqs,final fit,yrs exp req,Description,URL,fit,Unnamed: 8,fit reason,role years experience
Debut,Business Development Associate,"San Diego, CA","Sep 9, 2025",https://job-boards.greenhouse.io/debutbiotech25/jobs/4840543007,"Debut Biotech careers page listing current openings (San Diego, CA) including roles such as Debut Internship Talent Pool, Formulation Chemist, and Research Associate II – Metabolic Engineering. The posting is a jobs overview page (powered by Greenhouse) rather than a single detailed job description.","['Not specified in the provided excerpt; the page lists multiple open roles so responsibilities will vary by position.', 'Likely responsibilities (inferred from role titles): perform laboratory research and experiments; develop and optimize formulations; conduct metabolic engineering and strain development work; analyze data, document results, and collaborate with cross-functional teams; follow laboratory safety and compliance procedures.']","['Not specified in the provided excerpt; specific requirements will vary by role.', 'Likely requirements (inferred from role titles): relevant degree (e.g., chemistry, biochemistry, molecular biology, chemical/biological engineering) or equivalent experience; hands-on laboratory experience and technical skills relevant to formulation or metabolic engineering; experience with data analysis and lab documentation; strong communication and teamwork skills; adherence to safety and regulatory practices.']",6,,Bioengineering beauty.,https://www.debutbiotech.com/,9.0,,"Good match on BD/ops/analytics (VC, EIR) and career goals, but the posting is lab‑heavy biotech roles and candidate lacks wet‑lab/biotech background.",
Clay,Enterprise Growth Engineer,New York,"Aug 7, 2025",https://jobs.ashbyhq.com/claylabs/134f223b-ea9e-4133-9502-3acd894677f6,"No job description available; the provided posting contains website scripts, loader content, and no information about the company, role, responsibilities, or qualifications.",[],[],6,,A home for your people.,https://muncly.com/clay-earth-review-is-this-an-end-game-personal-crm/,9.0,,"Title fits growth-engineer goals and technical + biz background, but no description/level makes fit uncertain.",
Browserbase,"Sales Engineer, Growth",San Francisco,"Sep 16, 2025",https://jobs.ashbyhq.com/browserbase/7c431367-007f-4e7c-9a85-4c33024c5aab,"Browserbase is a fast-growing, VC-backed startup that provides headless browser infrastructure for AI agents and web automations. They are hiring a Sales Engineer, Growth to run technical demos, engage inbound leads, build proofs-of-concept, and close product-led and enterprise deals while supporting customer onboarding and expansion.","[""Run technical demos and educate prospects on Browserbase's product suite"", 'Qualify inbound leads, book meetings, and manage follow-up to progress deals', 'Serve as the technical point-of-contact to close product-led and enterprise deals, including sending contracts and negotiating terms', 'Build proof-of-concepts and sample implementations to demonstrate product fit in customer environments', 'Provide technical guidance and support during onboarding to ensure successful implementation', 'Track customer usage and trends to identify expansion opportunities and maintain a healthy pipeline', 'Stay current on industry trends and help train and enable the broader team']","['1-3 years of sales or customer-facing experience (SDR/BDR, Account Executive with PLG focus)', 'Technical background and comfort reading/writing simple code snippets', 'Experience or interest in web development, databases, or developer tools', 'Strong communication skills and experience conducting product demos and technical presentations', 'Problem-solving mindset and ability to explain technical concepts to diverse audiences', 'Comfort working in a fast-paced startup environment and handling ambiguity', 'Customer-centric approach focused on building long-term relationships', 'Willingness to work fully in-office in San Francisco (5 days/week)', 'Bonus: coding bootcamp or course experience, hackathon participation']",6,1.0,A web browser for your AI.,https://www.browserbase.com/blog/what-can-i-use-browserbase-for,7.0,,"Good technical + growth/BD exposure and customer-facing VC experience, but limited direct PLG sales/demo track record and explicit web‑dev/product engineering experience; SF in‑office requirement may also conflict.",
Camber,Workforce Operations Associate,"New York, NY","Sep 19, 2025",https://jobs.ashbyhq.com/camber/0f02dd77-6333-46aa-ad8b-c14a6c2d72f3,"Camber, a NYC-based healthcare software startup focused on behavioral health, is hiring a Workforce Operations Associate to support the Billing and Payment Posting teams. The role manages contingent workforce operations, serves as the first point of contact for operational blockers and escalations, and owns the end-to-end hiring pipeline for contractors in a fast-paced, collaborative environment.","['Partner with Billing and Payment Posting leadership to identify workforce needs and provide process and contractor support', 'Serve as first point of contact for operational blockers and workforce escalations within the Billing organization', 'Own the end-to-end contingent workforce hiring pipeline: source resumes, coordinate and run interviews, manage candidate communications, and facilitate onboarding', 'Act as primary contact for internal teams on contractor and workflow escalations, ensure clear Slack communication and timely resolution', 'Drive positive cross-functional collaboration by enabling smooth processes and proactively solving problems']","['1–2 years of startup experience, able to thrive in fast-paced, evolving environments', '1–2 years experience working with contingent workforce, BPOs, or staffing agencies', 'Strong organizational skills to manage multiple processes and stakeholders simultaneously', 'Excellent communication skills, especially written and Slack-based', 'Ability to take initiative, own outcomes, and drive projects forward independently', 'Nice to have: recruiting experience (sourcing, interviewing, onboarding)']",6,1.0,Admin automation for healthcare.,https://www.ycombinator.com/companies/camber-2,7.0,,Good ops/stakeholder and hiring-adjacent fit; lacks direct contingent workforce/BPO experience and role is in less-preferred healthcare.,
Rogo,GTM Strategy & Operations,New York City,"Jul 9, 2025",https://jobs.ashbyhq.com/rogo/8dfb86b8-aca3-4c7c-8bde-f9b0e2573515,"The posting contains only frontend/JavaScript boilerplate, loader code, and site metadata; it includes no company or role description.",['No responsibilities listed in the posting.'],['No requirements listed in the posting.'],6,,Generative AI for investment banking.,https://rogo.ai/,9.0,,Title aligns well with GTM/operations goals but posting has no details—insufficient info to confirm fit.,
Isometric,Business Development Executive,London,"Sep 17, 2025",https://jobs.ashbyhq.com/isometric/f5cad4bf-eb37-4323-8bf2-8812c6b28b57,"Isometric is a carbon removal registry that issues scientifically rigorous carbon credits and works with large companies to address climate change. They seek a Business Development Executive to drive sales of carbon removal credits, represent the company at industry events, and inform go-to-market strategy in a fast-moving, mission-driven startup environment.","['Own and progress full-cycle sales with carbon removal buyers, managing small to mid-size multi-stakeholder deals from sourcing through contract negotiation and close', 'Represent Isometric at industry events and in the market to generate demand and build pipeline by engaging prospective buyers', 'Share buyer and market insights with the business to inform go-to-market strategy, product priorities, and positioning', 'Collaborate with senior team members on larger or more complex opportunities']","['Proven sales experience generating pipeline and closing smaller or early-stage B2B deals, ideally in SaaS or technical sales', 'Comfortable leading early conversations, handling objections, and supporting complex sales with senior stakeholders', 'Experience as an early-stage operator (startup, scale-up) or roles such as founder’s associate, SDR/BDR, or early commercial hire; resourceful and adaptable', 'Clear, strategic communicator able to explain technical concepts across channels (in-person, LinkedIn, email)', 'Demonstrated success in sales, account management, client-facing, or related commercial roles', 'Willingness to work in-office three days per week (not remote) and to operate in a fast-paced, ambiguous environment as a generalist', 'Interest in a long-term role (company expects hires to commit for 5–10 years)']",6,,Carbon removal registry.,https://isometric.com/,9.0,,"Strong analytics, deal-sourcing and startup/ client-facing experience fit GTM/BD tasks, but lacks proven full‑cycle B2B sales/closing track record and deep carbon-market background.",
Fay,Business Operations,SF or NYC,"Aug 7, 2025",https://job-boards.greenhouse.io/fay/jobs/4022761008,"Fay is a fast-growing, venture-backed AI platform focused on preventative care and nutrition delivered via a b2b2c model. The role is an operations leader responsible for building scalable operational and product foundations to support hyper-growth, improve provider and patient experiences, and drive business outcomes.","['Own provider and patient success and represent the company at critical moments for the brand', 'Design external and internal products/tools to deliver best-in-class experiences for providers, patients, and partners', 'Make product and operational decisions that impact users and enable rapid execution', 'Drive revenue growth and profitability by identifying, prioritizing, and executing on key business opportunities']","['2+ years of experience at a fast-paced startup or in management consulting', 'Strong quantitative and qualitative skills', 'Passion for making nutrition care accessible for all']",6,2.0,Find dietitians & nutritionists.,https://www.faynutrition.com/,9.0,,"Good fit on ops/product + quantitative skills and career goals, but limited direct startup ops/2+ yrs requirement and role is healthcare/nutrition (lower preference).",
Wonder Studios,GTM Associate,Los Angeles (Hybrid),"Nov 18, 2025",https://job-boards.eu.greenhouse.io/wonderstudios/jobs/4712586101,"Wonder Studios, an AI-native film and content studio in Los Angeles, is hiring a GTM Associate to grow and manage agency and brand partnerships across the US. This hybrid sales-and-execution role spans inbound/outbound business development, proposal and RFP ownership, client management, and GTM operations, working cross-functionally to deliver advertising and brand-led campaigns.","['Manage inbound advertising and brand-led briefs, assess fit, gather requirements, and coordinate internal responses', 'Support outbound business development with agencies, brands, and creative partners to grow US presence', 'Build and define the advertising GTM playbook, tools, and supporting materials', 'Serve as day-to-day client contact to ensure clear communication and strong delivery from brief to final delivery', 'Assemble proposals, pitch decks, timelines, and creative/production assets and lead RFP coordination', 'Maintain CRM and pipeline tracking and support internal alignment across Creative, Production, and GTM', 'Develop scalable systems, templates, and workflows for GTM operations', 'Represent Wonder at industry events, agency visits, and creative gatherings']","['3–5 years’ experience in advertising, client management, partnerships, production, or account management within a creative agency, production company, or media-tech environment', 'Client-focused with high agency and strong communication skills', 'Experience assembling proposals, pitch decks, and responding to RFPs', 'Ability to coordinate cross-functional teams and manage timelines', 'Experience maintaining CRM and pipeline processes', 'Comfortable with outbound business development and relationship building in agency/brand ecosystems', 'Interest in or experience with AI-enabled production workflows and willingness to help iterate processes']",6,3.0,AI-native film studio.,https://www.linkedin.com/company/wearewonderstudios,9.0,,"Strong GTM/BD, ops and AI/analytics background with transferable client coordination (sourcing deals, launch ops), but lacks 3–5 years of direct agency/advertising/account-management experience and explicit ad RFP/CRM history.",
Yutori,Growth Engineer,"San Francisco, California, United States","Jul 10, 2025",https://jobs.ashbyhq.com/yutori/868863f5-d707-490b-8892-4e4e7c8defa6,"Yutori, an AI startup building agent-first web experiences, is hiring a full-time Growth Engineer to join the founding team in San Francisco. The role focuses on translating cutting-edge AI capabilities into reliable product experiences and running rapid growth experiments to drive user acquisition, activation, and retention.","['Design, implement, and analyze experiments to drive user acquisition, activation, and retention', 'Own and develop frontend and backend systems that support growth initiatives', 'Improve the speed and quality of the engineering process', 'Collaborate closely with designers, product managers, and AI engineers', 'Iterate quickly on product and engineering changes to increase engagement and retention']","['Strong engineering skills in React, TypeScript, Python, and AWS', 'Deep understanding of how the web / HTTP works', 'Experience working with large distributed systems', 'Strong product intuition and attention to detail', 'Proactive, clear communicator with high agency, craftsmanship, and low ego', 'Ability to own both frontend and backend work and run experiments end-to-end']",6,,AI agents for everyday life.,https://yutori.com/,9.0,,"Solid experiment design, product intuition, Python/ML and growth experience align well, but missing required React/TypeScript/AWS and distributed-systems/frontend engineering experience.",
GitBook,Business Development Representative,Europe (+/- 3 hours),"Oct 15, 2025",https://jobs.ashbyhq.com/gitbook/2af016cc-8884-4699-9997-04a27d8ca568,"GitBook, a profitable remote documentation platform used by teams and enterprises, is hiring its first Business Development Representative to grow the enterprise pipeline by sourcing and starting conversations with decision-makers at target companies.","['Identify and engage qualified prospects within the ideal customer profile (tech and fintech companies with 500+ employees)', 'Conduct outreach via email, LinkedIn, phone, and community channels to initiate meaningful conversations', 'Collaborate with Account Executives to develop tailored outreach campaigns and account strategies', 'Manage early stages of the sales cycle: discovery, qualification, and handoff to AEs', 'Experiment with new channels and messaging to build a repeatable outbound motion']","['1–2 years of experience in BDR/SDR or growth roles in SaaS', 'Comfortable using tools like HubSpot, Amplemarket, and LinkedIn Sales Navigator', 'Strong communication skills: clarity and curiosity', 'Willingness to experiment, iterate quickly, and focus on results', 'Ability to thrive in a startup environment with high ownership and fast learning']",6,1.0,Knowledge management for technical teams.,https://www.gitbook.com/,9.0,,"Good GTM/growth fit with outreach, startup ops, and stakeholder experience, but lacks direct SaaS BDR/SDR tenure, sales tooling, and quota track record.",
Epiminds,Marketing Agent,"Stockholm, Sweden",,https://www.linkedin.com/jobs/search/?currentJobId=4310865914&f_C=107907466&geoId=92000000&origin=COMPANY_PAGE_JOBS_CLUSTER_EXPANSION&originToLandingJobPostings=4310865914%2C4314161396%2C4314143992,"The provided text is page HTML and navigation content (LinkedIn) with no actual job description, company name, or role details present; the job-specific information could not be extracted.",['No job responsibilities found in the provided text.'],['No job requirements found in the provided text.'],6,,Agentic AI for marketing.,https://www.epiminds.com/,8.0,,"Title fits candidate’s marketing/growth goals and skills, but posting lacks details to confirm role/level.",
Hebbia,AI Strategy Operations,New York City,"Oct 20, 2025",https://job-boards.greenhouse.io/hebbia/jobs/4436496005,"Hebbia, an AI platform for investors and bankers used by major asset managers, is hiring an AI Strategy Operations associate in New York City to drive post-sales operational excellence by building analytics, tooling, strategic frameworks, and programs that accelerate customer value.","['Drive projects from ideation to completion, identifying cross-functional pain points and prioritizing solutions with optimal value-effort tradeoffs', 'Manage multiple complex programs simultaneously, coordinating subject matter experts and balancing team capacity', 'Apply strategic problem solving to new and ambiguous challenges', 'Generate and act on data-driven insights to inform decisions and improve outcomes', 'Build credibility and serve as a trusted advisor to stakeholders and executives to advance cross-functional initiatives']","['2–5 years of experience in operational roles at tech companies, late-stage startups, or consulting firms', 'Proficiency in analytics, including SQL, Python, and data visualization tools', 'Strong program and project management skills with a track record of executing initiatives end-to-end', 'Excellent relationship management and cross-functional collaboration skills', 'Ownership mindset and ability to identify and drive work independently', 'Highly analytical, comfortable grounding approaches in data', 'Role is based in Hebbia’s New York City (SoHo) office']",6,2.0,AI agents for financial services.,https://www.hebbia.com/,8.0,,"Good match on analytics, tooling, and strategy interests (Python/SQL, A/B testing, program ownership) and career goals, but short on 2–5 years of hands‑on post‑sales/ops experience at tech startups and unlikely NYC on‑site history.",
Sauron Systems,Various Positions,Remote,,https://www.sauron.systems/careers,"The provided text is not a traditional job posting but appears to be website source code (JavaScript and CSS) for a 'Careers' page. It contains scripts, style rules, and layout variables rather than any specific role description, company information, responsibilities, or qualifications.",[],[],6,,Your home’s perception system.,https://www.prnewswire.com/news-releases/sauron-launches-worlds-most-advanced-home-security-system-302325673.html,8.0,,No role details provided; labeled 'Various Positions' so could match business/ops/tech goals but fit is uncertain.,
Tavily,Product Analyst,Israel,"Nov 6, 2025",https://jobs.ashbyhq.com/tavily/75e16e12-26c3-45d3-8eb2-103d648a0b21,"Tavily is an AI infrastructure startup building an API for agentic web interaction, RAG, and real-time reasoning. The Product (AI) Analyst will turn messy, multi-source data into clean datasets and actionable insights, working at the intersection of product, business, and engineering to shape metrics and support data-driven decisions.","['Own the transformation layer of the data stack using dbt and SQL, ensuring data integrity and consistency', 'Design and maintain core data models and business logic', 'Build and iterate on dashboards, reports, and analytical tools to support product, business, and R&D teams', 'Work directly with product, business, and R&D teams to surface insights that influence strategy and execution', 'Manage and structure messy, multi-source data from Snowflake, MongoDB, and other SQL/NoSQL systems']","['3+ years in an analytics or data role', 'Strong SQL skills and experience with dbt or equivalent transformation frameworks', 'Proficiency in Python for data analysis and automation (e.g., pandas, plotly)', 'Experience with BI tools and building user-friendly dashboards', 'Strong business understanding and ability to ask why, not just write queries', 'Experience with Snowflake and MongoDB', 'Understanding of AI or ML-driven products and their data needs', 'Nice-to-have: startup experience, familiarity with Airflow or other orchestration tools, background in experimentation or A/B testing']",6,3.0,Connect your agent to the web.,https://tavily.com/,8.0,,"Good match on SQL/Python, ML, A/B testing and product/business skills; falls short of the 3+ years analytics requirement and explicit dbt/Snowflake/MongoDB/BI tooling experience.",
Mem0,Data Analyst - First Data Hire,San Francisco Bay Area,"Nov 3, 2025",https://jobs.ashbyhq.com/mem0/6a5cdefc-a4f2-4412-94b3-7d4660d66352,"Mem0, a well-funded startup building a memory layer for AI agents, is hiring its first Data Analyst in Bangalore to build data infrastructure and analytics from scratch, translate data into product and business insights, and enable data-driven decision-making across the company.","['Design, build and maintain reliable data pipelines consolidating Postgres, product analytics (PostHog), LLM outputs and external APIs into a unified data warehouse', 'Create scalable data models and schemas, implement ETL workflows and ensure data quality monitoring and validation', 'Define, track and report key business and product metrics (retention, usage, monetization, feature adoption, etc.)', 'Build automated dashboards and regular reports for business reviews and investor-ready analytics', 'Perform deep-dive analyses, surface trends, support A/B testing and provide actionable recommendations to Product, Engineering and Leadership', 'Develop internal self-service tools, standardized reporting templates, documentation and data definitions for stakeholders', 'Answer ad-hoc data requests quickly and support cross-functional teams in interpreting and using data', 'Partner with Product and Engineering to establish measurement frameworks and ensure robust data collection', 'Collaborate with Research on evaluation frameworks and hypothesis testing for memory/retrieval features']","['Expert-level SQL skills, strong experience with PostgreSQL or similar relational databases', 'Proficiency in Python for analysis, automation and building pipelines', 'Hands-on experience with product analytics platforms (PostHog, Mixpanel, Amplitude or similar)', 'Experience with BI and visualization tools (Tableau, Looker, Metabase or similar)', 'Knowledge of API integrations, ETL concepts, cloud platforms and modern data warehousing', 'Experience working with diverse/unstructured data sources and building analytics infrastructure', 'Ability to define metrics, measurement frameworks and translate insights into business recommendations', 'Strong communication skills and ability to explain findings to technical and non-technical stakeholders', 'Self-directed, comfortable with ambiguity, high ownership mentality and ability to iterate quickly in a growth-stage startup', 'Preferred: experience with LLM data analysis/AI-ML workflows, product thinking, data governance/privacy practices, and experimentation/statistical testing']",6,1.0,The memory layer for AI.,https://mem0.ai/,8.0,,"Good Python/SQL, A/B-testing and ML background fit core analytics needs, but limited explicit product-analytics/BI, ETL/warehouse, Postgres/cloud and LLM-infra experience; possible timing/location mismatch.",
Unify,Growth,New York Office,"May 18, 2025",https://jobs.ashbyhq.com/unify/d082ecb7-6088-4cb5-8bc5-d0f4ed708778,"Unify is an early-stage GTM startup building a platform for warm outbound sales. They seek a Growth operator to join the growth team, own growth metrics, run experiments, and lead cross-functional initiatives to scale acquisition and revenue.","['Develop and execute growth strategy across channels (automated outbound, website conversion, SEO, paid, affiliates)', 'Own key business growth metrics and establish end-to-end tracking', 'Design, run, and analyze growth experiments from hypothesis to conclusion', 'Lead cross-functional projects with engineering, product, sales, and operations', 'Solve open-ended distribution problems and expand acquisition models/TAM']","['2+ years as an operator or engineer at a high-intensity, high-growth company with a track record building systems that drive business outcomes', 'Comfort with frequent, rigorous experimentation and tolerance for failure', 'Relentless execution orientation and willingness to dive into details', 'Systems thinker excited by scalable growth engines (not one-off hacks)', 'Strong communication and collaboration skills to lead cross-functional work', 'Familiarity with growth tools (Unify, Amplitude, Salesforce, Webflow, etc.)', 'Bonus: strong programming skills in Python, TypeScript, or SQL and experience running growth experiments']",6,2.0,Transform growth into a science.,https://www.unifygtm.com/,9.0,,Good analytics + experimentation fit and cross‑functional experience; lacks 2+ years in a dedicated high‑growth operator/growth role and explicit growth-tool experience.,
GC AI,Marketing Analyst,USA,"Oct 9, 2025",https://jobs.ashbyhq.com/general-counsel-ai/6f127c23-0832-42b2-abff-409c1d8d484c,"Marketing Analyst at GC AI, a Series A legal-AI startup building LLM-powered tools for in-house lawyers. The role translates marketing data into actionable insights to drive pipeline, revenue, and go-to-market strategy, working cross-functionally with demand gen, product marketing, sales, and engineering.","['Build dashboards and reports to track campaign performance across channels (paid media, ABM, email automation, events, web).', 'Develop single- and multi-touch attribution models to measure marketing’s influence on pipeline and revenue.', 'Analyze funnel health (lead → MQL → SQL → closed-won) and identify optimization opportunities.', 'Partner with demand gen to surface the most efficient campaigns, channels, and conversion paths.', 'Use AI/ML-powered analytics to identify predictive insights (e.g., churn risk, next-best-action).', 'Track feature adoption, product usage, and retention drivers to inform product marketing.', 'Analyze customer behavior, industry trends, and competitor activity to refine GTM strategies.', 'Refine ICPs/IAPs and personas using firmographic, behavioral, and engagement data.', 'Recommend tools and methods to strengthen reporting, enrichment, and segmentation.', 'Promote a test-and-learn culture through structured experimentation.', 'Help define how the company measures growth and optimizes the marketing funnel.']","['2–4+ years of marketing analytics experience, preferably in SaaS (B2B AI or legal tech a plus).', 'Strong understanding of marketing funnel metrics, attribution models, and campaign ROI.', 'Hands-on experience with HubSpot, GA4, and BI tools (Looker/Tableau/Power BI).', 'Working knowledge of relational table structures (joins, aggregations, lookups) for accurate reporting.', 'Comfort with AI-enabled analytics or predictive modeling preferred.', 'Excellent data storytelling skills to distill findings into actionable insights for stakeholders.', 'Nice-to-have: experience at an early-stage Series A startup and understanding of legal tech/AI.']",6,2.0,In-house legal AI.,https://gc.ai/,9.0,,"Strong data/ML, SQL, A/B testing and growth-oriented background aligns with analytics and GTM goals, but lacks explicit marketing/SaaS experience and hands-on HubSpot/GA4/BI tool exposure required for immediate fit.",
Enterpret,Chief of Staff to the CTO,Bengaluru,"Oct 24, 2025",https://job-boards.greenhouse.io/enterpret/jobs/7507413003,"Enterpret, an AI-native customer feedback platform used by companies like Canva and Notion, is hiring a Chief of Staff to the CTO. The role is a strategic, hands-on partnership with the CTO to drive execution, coordinate cross-functional initiatives, manage programs and operations, and ensure clear stakeholder communication.","['Prepare and organize materials for all-hands, board, and other high-impact meetings; lead meetings when required and translate discussions into concrete outcomes and next steps', 'Act as liaison between the CTO, internal teams, and external stakeholders to keep alignment and momentum', 'Drive execution of key initiatives by breaking down strategic goals into actionable steps and facilitating cross-functional collaboration', 'Own and run special cross-functional programs end-to-end (charter, OKRs, planning, execution, change management, measurement), including CTO staff meetings, weekly reviews, intake/triage, and priority stack maintenance', 'Partner with Finance on budgeting and forecasting for the CTO organization; oversee vendor relationships, contracts, and track spend vs. plan and ROI', 'Provide 1:1 coaching to improve communication, project management, and collaboration skills', 'Proactively anticipate the CTO’s and business’s needs, surface risks and opportunities early, and prepare follow-ups and materials ahead of time']","['Minimum 2+ years of experience as a Chief of Staff, in a founder’s office, or in a related operational role', 'Proven ability to translate strategy into action while handling day-to-day details', 'Strong written and verbal communication skills to align stakeholders', 'Comfortable in a fast-paced, ambiguous environment; proactive and adaptable', 'Experience with program/project management, change management, and setting/measuring OKRs', 'Familiarity with budgeting/forecasting and vendor/contract oversight']",6,2.0,AI voice of customer software.,https://www.enterpret.com/lp2-c/voice-of-customer-software,7.0,,"Good match on strategy, ops, and tech with transferable program-management and stakeholder experience, but lacks explicit 2+ years Chief-of-Staff/founder-office experience and clear ownership of budgeting/OKRs.",
GreenLite,Deployment Strategist,"San Francisco, CA","Jul 19, 2025",https://jobs.ashbyhq.com/greenlite/51782321-7919-46b7-9238-7c75b86d0349,"Deployment Strategist at Greenlite AI — lead deployment of AI agents in highly regulated banking and fintech environments to fight financial crime, working closely with enterprise customers, go-to-market and engineering teams to deliver, scale, and improve compliance workflows. Role is in-person in San Francisco.","[""Master Greenlite's AI agent platform and understand complex banking compliance workflows"", 'Shadow and learn from experienced team members, build and deliver demos to prospective customers', 'Own end-to-end deployment strategy for major bank and fintech enterprise contracts', 'Lead customized workflow implementations, training sessions, and hands-on troubleshooting for customer user groups', 'Partner with go-to-market and engineering teams to convert field insights into product improvements and cross-company offerings', 'Drive expansion of enterprise contracts by identifying new use cases and presenting results/proposals to audiences up to C-suite', 'Embed with product and engineering teams to incorporate customer feedback and improve the platform']","['3+ years in B2B customer-facing technical roles, ideally in fintech or enterprise SaaS', 'Background in AI deployment, product management, or strategy consulting', 'Experience working with highly regulated industries, especially banking or financial services', 'Ability to translate complex technical concepts into clear, actionable insights for non-technical stakeholders', 'Exceptional communication skills and ability to build relationships with banking executives', 'Hands-on, detail-oriented problem solving and willingness to travel as needed', 'Preferred: programming/scripting or statistical packages (Python, R, SQL)', 'Preferred: experience at startups scaling enterprise customer deployments', 'Preferred: background in compliance, risk, or financial services operations', 'Preferred: experience presenting to C-suite executives and building executive relationships']",5,3.0,Automating construction permitting.,https://greenlite.com/,8.0,,"Good technical + GTM fit and customer-facing experience, but lacks 3+ years in B2B enterprise fintech/compliance deployments and deep banking/regulatory domain experience.",
Pylon,GTM Engineer,San Francisco,"Sep 26, 2025",https://jobs.ashbyhq.com/pylon-labs/ca1dbdc6-8250-4f4f-abe6-f9e6d7e91b5c,"GTM Engineer at Pylon responsible for building, testing, and optimizing AI-driven outbound and marketing automation systems to drive pipeline and conversions. Pylon is a fast-growing B2B SaaS company (Series B funded, YC, GC, a16z) with hundreds of customers and a ~55+ person team.","['Test, implement, and optimize an AI outbound solution from setup through ongoing tuning', 'Build and manage automated outbound sequences with high deliverability and personalization', 'Own email marketing infrastructure (domain health, warming strategies, deliverability monitoring)', 'Create data pipelines between marketing tools, CRM, and sales tooling for attribution and reporting', 'Collaborate with RevOps on lead scoring and routing to improve conversion rates', 'Identify automation and efficiency opportunities across marketing operations', 'Ship growth experiments (e.g., website widgets, ROI calculators) to improve conversions']","['3+ years in marketing operations, GTM engineering, growth engineer, or growth hacker roles at B2B SaaS companies', 'Hands-on experience with automated outbound and marketing automation tools', 'Strong technical skills; comfortable with APIs, webhooks, and coding', 'Experience with email deliverability best practices and cold outreach infrastructure', 'Proven track record building scalable outbound systems that drive pipeline', 'Strong project management skills and ability to work cross-functionally', 'Bonus: experience with outbound platforms (11x, Artisan, AiSDR, or similar), Clay, Salesforce']",5,3.0,The support platform built for B2B.,https://www.ycombinator.com/companies/pylon-2,9.0,,"Strong technical/analytics background and GTM interest, but lacks 3+ years B2B SaaS marketing-automation/outbound and email deliverability experience.",
Wingspan,"Operations Analyst, Payments",Warsaw,"Sep 4, 2025",https://job-boards.greenhouse.io/wingspan/jobs/6146677003,"Wingspan is a Series A NYC startup building a payroll platform for independent contractors. The Operations Analyst, Payments (based in Warsaw with a remote-friendly model) will manage payment escalations, reconcile transactions, improve and automate operational workflows, and work cross-functionally with engineering, product, and finance to enhance payment operations and reduce discrepancies.","['Handle technical escalations from support related to payments and platform issues', 'Perform manual operational tasks and identify opportunities to automate workflows', 'Reconcile payment transactions and investigate discrepancies in balances or payment data', 'Collaborate with product, engineering, finance, and operations to develop escalation processes and operational improvements', 'Analyze escalation and payment workflow data to identify patterns and inefficiencies', 'Create documentation to streamline payment operations and reduce escalation volume and response times']","['3+ years experience in payment operations, technical troubleshooting, project management, or related roles (SaaS or fintech preferred)', 'Proven ability to own projects from initiation to completion', 'Experience with reconciliation processes and resolving payment data discrepancies', 'Proficiency in SQL with hands-on experience in BigQuery and Spanner for analyzing payment logs', 'Strong analytical skills and attention to detail for investigating complex technical issues', 'Experience in process improvement and streamlining operational workflows', 'Ability to work independently and collaboratively in a fast-paced, early-stage startup environment', 'Comfortable adapting to complex challenges and changing priorities']",5,3.0,Modern payroll for businesses.,https://www.wingspan.app/,9.0,,"Strong analytics, ops and SQL background fits cross-functional automation work, but lacks 3+ years of payments/reconciliation experience and specific BigQuery/Spanner expertise.",
Rainforest,Payment Operations Specialist,Atlanta HQ,"Oct 9, 2025",https://jobs.ashbyhq.com/rainforest-pay/cdf94983-829f-4f07-ab13-b3f92edc732f,No job description or company/role details were found in the provided text; the content appears to be webpage HTML/JavaScript for loading a careers/jobs application.,[],[],5,,Payment processing for your platform.,https://www.rainforestpay.com/,7.0,,Ops/data skills match (SQL/Excel/process improvement) but payments is likely executional and not aligned with his strategic/growth-focused goals; no job details provided.,
FLORA,Growth Designer,New York City,"Aug 22, 2025",https://jobs.ashbyhq.com/FLORA/3eb7b8c3-016b-478e-b4ec-90a298823258,"The provided posting contains only website frontend/loader HTML and JavaScript (a message about enabling JavaScript and asset-loading code) and does not include any actual job, company, or role information.",[],[],5,,Your intelligent canvas.,https://www.florafauna.ai/,7.0,,"Posting has no details; title suggests a growth/product role that could fit Mason’s A/B testing, data and growth interests, but information is insufficient to score higher.",
Teton,Data Scientist,"Copenhagen, Denmark",2025-09-10,https://careers.teton.ai/jobs/data-scientist,No job posting found — the page returned a 404 Not Found and the job content is unavailable.,['No responsibilities available — job posting page is missing (404).'],['No requirements available — job posting page is missing (404).'],5,,Advanced patient monitoring.,https://www.teton.ai/,6.0,,Posting missing; title matches your data/ML background but may not align with your preferred strategy/ops-focused roles.,
Comulate,Applied Data Scientist,San Francisco,"Mar 20, 2025",https://jobs.ashbyhq.com/comulate/99d0cf14-3316-4884-b63a-d6e9d541d71d,"No job details are present in the provided text. The content is page boilerplate and JavaScript used to load a jobs web app; the actual role, company, and job description are not included and appear to require enabling JavaScript to load.",['No responsibilities listed — the posting contains only frontend/app boilerplate and scripts.'],['No requirements listed — job content not available in the provided text (page requires JavaScript to load the actual posting).'],5,,Transforming insurance with AI.,https://www.comulate.com/post/comulate-series-b-bond-workday-transforming-insurance-with-ai,7.0,,Technical DS title fits your ML/data background but posting has no details and is less aligned with your business/strategy-focused goals.,
