Company,Description,URL,title,location,date_posted,link,fit,Unnamed: 8,fit reason,role description,role responsibilities,role reqs,role years experience,final fit,yrs exp req
Parabola,Turn messy data into AI workflows.,https://parabola.io/product/overview,Head of Community,"New York, New York","Jul 15, 2025",https://jobs.ashbyhq.com/parabola-io/2d857598-9a5f-4584-9494-2b11ac68d14c,7.0,,"Moderate fit — strong transferable stakeholder/community ops (student org, podcast, EIR) but posting has no details and limited explicit community-growth track record.","The provided posting contains only website/application scaffolding, scripts, and metadata but no actual job description, company information, or role details.",[],[],,6,
Parabola,Turn messy data into AI workflows.,https://parabola.io/product/overview,Business Development Representative,"New York, New York","Jun 4, 2025",https://jobs.ashbyhq.com/parabola-io/be1fa1d0-dafd-4942-8479-5a9a299ac34e,9.0,,"BD title aligns with candidate’s GTM/BD interests and skills, but posting is underspecified and likely junior.","The provided job posting contains only website/frontend boilerplate (JavaScript, CSS, and loader code) and does not include any company, role, responsibilities, or application details.",[],[],,6,
Parabola,Turn messy data into AI workflows.,https://parabola.io/product/overview,Account Executive,"San Francisco, California","Feb 16, 2025",https://jobs.ashbyhq.com/parabola-io/df42cf1c-9767-40ce-b55b-297737ef5c69,7.0,,"Moderate fit — strong analytics, stakeholder/BD experience aligns with AE work, but limited direct sales/quota experience and posting details unavailable.","The provided text is a JavaScript-driven job listing shell (HTML/JS scaffolding) and does not include the actual job description, company information, or role details — the page requires executing its JavaScript to load the posting.",['Not available in the provided text; the page requires JavaScript to load job details.'],['Not available in the provided text; the page requires JavaScript to load job details.'],,6,
Parabola,Turn messy data into AI workflows.,https://parabola.io/product/overview,You Choose!,"San Francisco, California","Dec 20, 2022",https://jobs.ashbyhq.com/parabola-io/f417a197-f9e2-4676-908a-f5d8e81479d9,9.0,,No job details provided — fit cannot be assessed.,"The provided posting contains only website/app boilerplate and technical scripts; no actual job title, company information, role description, responsibilities, or requirements are present.",[],[],,2,
Modular,VMware for the AI era.,https://www.reuters.com/business/ai-startup-modular-raises-250-million-seeks-challenge-nvidia-dominance-2025-09-24/,Cloud AI Technical Writer,United States / Canada,"Oct 2, 2025",https://www.modular.com/company/career-post?4613122005&gh_jid=4613122005,5.0,,Low fit — technical-writing role lacks the strategy/ops/GTM/customer-facing focus the candidate seeks; posting provides no details.,"The provided text is website code (JavaScript and CSS) for a careers page (headed 'Modular: Career Post') and does not include a job description, role details, responsibilities, or qualifications.",[],[],,2,
Modular,VMware for the AI era.,https://www.reuters.com/business/ai-startup-modular-raises-250-million-seeks-challenge-nvidia-dominance-2025-09-24/,GenAI Performance Engineer,United States / Canada,"Sep 12, 2025",https://www.modular.com/company/career-post?4522385005&gh_jid=4522385005,6.0,,Poor fit — this is a technical GenAI engineering role (and lacks detail); candidate is focused on business/strategy/growth with limited production ML/infra experience.,"This appears to be the front-end code and styling for a 'Modular' careers/job posting page; the provided text contains site JavaScript and CSS but does not include any specific job title, role description, company overview, or hiring details.",['Not specified in the provided text'],['Not specified in the provided text'],,3,
Modular,VMware for the AI era.,https://www.reuters.com/business/ai-startup-modular-raises-250-million-seeks-challenge-nvidia-dominance-2025-09-24/,MAX Platform Tooling Engineer,United States / Canada,"Sep 12, 2025",https://www.modular.com/company/career-post?4580934005&gh_jid=4580934005,5.0,,Posting contains only code with no role details; unclear and poorly aligned with the candidate’s business/strategy-focused goals.,"The provided text is not a job description but a collection of website front-end code (CSS/JS snippets and layout markup). It contains no information about a company, role, or hiring details.",['No job responsibilities are listed in the posting; the content consists of website scripts and stylesheet rules.'],['No job requirements are listed in the posting.'],,2,
Numan,Digital healthcare.,https://www.numan.com/mens-health/introducing-the-numan-app,Chief of Staff,London,"Aug 19, 2025",https://jobs.eu.lever.co/numan/170e0aae-6b46-49f6-a176-caa77a244381,8.0,,"Strong match on strategy/ops/analytics and stakeholder work (EIR, venture analyst, data science); docked for limited full‑time CoS experience, missing job details, and likely healthcare employer (less preferred).","Job posting for a Chief of Staff role at Numan. The provided text contains only the job title and site CSS/markup and does not include any description of the company, team, or role.",[],[],,7,
HappyRobot,AI agents for freight operators.,https://www.happyrobot.ai/,AI Agent Developer,"San Francisco, United States",,https://jobs.ashbyhq.com/happyrobot.ai,6.0,,Technical ML developer role; candidate prefers business/GTM roles despite some ML background.,"Job posting page for Happyrobot Inc. (happyrobot.ai). The provided text contains site/app wrapper, metadata and feature flags but no specific role description or job details (the page requires JavaScript to render the actual content).",[],[],,3,
Turnkey,"Secure, flexible, and scalable wallet infrastructure.",https://www.turnkey.com/,Various Positions,"New York, United States",,https://turnkeyhq.notion.site/Careers-Turnkey-fae6105593894d13bcf0cccba1d95c7f,9.0,,"'Various Positions' aligns with candidate's general-application, strategy/ops focus despite no specifics.","The provided text appears to be HTML/JavaScript page markup (Notion loading/skeleton code) rather than an actual job posting; no company, role, or job details are present to summarize.",[],[],,9,
Craft,"Your space for notes, tasks, big ideas.",https://apps.apple.com/ca/app/craft-write-docs-ai-editing/id1487937127,Product Infrastructure Engineer - Chaps,Budapest,"Sep 4, 2025",https://jobs.ashbyhq.com/craftdocs/f601622d-ae91-4901-a05b-68e398c377dc,5.0,,"Good ML/data coursework but lacks senior production platform, infra/LLM-integration, and SRE experience; prefers business/strategy roles.","Senior platform role at Craft (Chaps) building the AI integration and execution fabric for an AI-first personal productivity product. Hybrid full-time position in Budapest focused on reliable, observable, SLO-backed systems that integrate multiple LLM providers and enable agent runtimes.","['Own the LLM gateway/broker for multiple providers: routing, fallback, retries/backoff, timeouts, streaming, and circuit breakers', 'Build agent orchestration foundations: resilient workflows, state management, idempotency, and task queues', 'Operate and evolve retrieval and memory layers (contextual stores/caches) with graceful degradation', 'Design modular contracts, versioned prompts/configs, and migration paths to enable change', 'Define and meet reliability & performance goals (SLIs/SLOs); reduce p95/p99 latency; lead incident response and blameless RCAs', 'Manage cost & quota: token accounting, per-feature/tenant budgets, alerts, and usage attribution', 'Deliver end-to-end observability: metrics, logs, traces, prompt/response analytics, and dashboards', 'Build evaluation and experimentation infrastructure: offline/online evals, progressive delivery, and guardrail pipelines', 'Create developer platform capabilities: CI/CD, IaC, service templates, SDKs/clients, and docs for secure, observable integrations']","['Strong software engineering fundamentals and experience scaling production applications', 'Experience integrating with AI APIs and understanding token/latency budgets, streaming, caching, and rate-limit management', 'Familiarity with Cloudflare stack, Postgres, Redis, vector databases, event systems, API gateways, and secrets management', 'Ability to design for change, simplify or remove technical debt, and make pragmatic technology decisions', 'Ability to define SLIs/SLOs and participate in incident response and blameless RCAs', 'Good communication and collaboration with design and product teams', 'Comfort thriving in small, high-ownership teams and moving quickly with high standards']",,2,
Craft,"Your space for notes, tasks, big ideas.",https://apps.apple.com/ca/app/craft-write-docs-ai-editing/id1487937127,AI Agent Reliability Engineer - Chaps,London,"Apr 28, 2025",https://jobs.ashbyhq.com/craftdocs/9b6ca25f-9555-4fe7-9eef-4a2c43ed323a,6.0,,"Has ML, Python, and A/B testing experience but lacks LLM-eval, observability/infra (OpenTelemetry, K8s, Terraform), TypeScript, and the role is heavily production/engineering vs the candidate's business-focused goals.","Craft (Chaps) is hiring an AI Agent Reliability Engineer to build evaluation, monitoring, and feedback systems that keep multi-agent LLM-based assistants robust, observable, and continuously improving. The role partners with product, research, and infra to ensure agents stay on-task, on-budget, and reliable for users.","['Build test harnesses, evaluation pipelines, and monitoring layers for multi-agent systems.', 'Design automated evaluations that exercise complete agent workflows to catch regressions before release.', 'Instrument prompts, tool-calls, and model hops with telemetry and tracing to enable fast root-cause analysis.', 'Create feedback loops that convert logs, user ratings, and synthetic tests into improved prompts and safer behaviors.', 'Define and monitor SLOs/observability for distributed agent systems and ensure operational reliability.', 'Automate experiments (A/B tests), cost–latency trade-off studies, and rollback safeguards as part of the development cycle.']","['Hands-on experience with LLM evaluation frameworks (e.g., OpenAI Evals, LangSmith, LLM-Harness) and turning eval results into product gating.', 'Experience wiring tracing/metrics for distributed systems (OpenTelemetry, Prometheus, Grafana) and setting meaningful SLOs.', 'Fluency in prompt engineering (few-shot, function-calling, RAG orchestration) and ability to spot ambiguity or jailbreak vectors.', 'Production-grade Python and TypeScript skills and familiarity with CI/CD and infra tooling (GitHub Actions, Terraform, Docker, Kubernetes).', 'A bias for experimentation and automation of A/B tests, cost/latency analyses, and rollback mechanisms.', 'Nice-to-have: experience scaling multi-agent planners or tool-using agents, familiarity with vector databases, semantic-diff tooling, RLHF/RLAIF pipelines, and incorporating human feedback into automated regression tests.']",,3,
Craft,"Your space for notes, tasks, big ideas.",https://apps.apple.com/ca/app/craft-write-docs-ai-editing/id1487937127,Product Engineer - Chaps,Budapest,"Apr 24, 2025",https://jobs.ashbyhq.com/craftdocs/d89c5183-34a1-466f-9e39-3be1d8628a1a,6.0,,"Strong ML coursework and product interest, but lacks LLM/agent, vector DB, and production full‑stack experience; role is engineering‑centric vs candidate’s business/ops focus.","Product Engineer role at Craft working on Chaps, an AI-first personal productivity product. Full-time, hybrid in Budapest or London. The role is product-focused and involves designing and shipping autonomous, multi-agent AI features and shaping the user experience and architecture of AI-driven interactions.","['Design and develop AI-powered agents that reason, take actions, and collaborate with users', 'Prototype and iterate quickly with design, turning ideas into polished features', 'Contribute to agent orchestration frameworks, prompt libraries, and contextual memory systems', 'Own and drive product areas, shipping features that redefine user productivity workflows', 'Scale experimentation and testing of different intelligence approaches and learn from user feedback']","['Strong software engineering fundamentals (frontend, backend, full-stack, ML, or systems engineers welcome)', 'Experience building or contributing to AI agent systems, LLM tools, or AI-native applications', 'Comfortable with LLMs, prompt engineering, embeddings, vector databases, and agent frameworks', 'Product-oriented mindset with strong attention to user experience', 'Ability to work in small, high-ownership teams, be curious and experimental', 'Clear communicator able to collaborate cross-functionally']",,4,
Aleph,FP&A software for finance teams.,https://www.getaleph.com/platform/overview,"Account Executive, Private Equity",Americas,"Jun 30, 2025",https://jobs.ashbyhq.com/aleph/51d151f8-2de7-4c9d-a635-01cadd189613,6.0,,"Good match for BD/Growth and PE exposure; posting has no details and AE likely requires direct sales experience, creating uncertainty.",No job or company information is provided in the posting. The content is website frontend/JavaScript/HTML code and placeholders that require the page's JavaScript to load the actual job details.,[],[],,7,
Aleph,FP&A software for finance teams.,https://www.getaleph.com/platform/overview,Account Executive,Americas,"Jun 26, 2025",https://jobs.ashbyhq.com/aleph/a65220b4-ce53-4e22-bce3-19dc149fc245,7.0,,Seniority,"Account Executive at Aleph, an AI-native FP&A startup. Remote (Americas) role selling a financial planning platform; you’ll own the end-to-end sales funnel, work with leadership and cross-functional teams, and drive revenue with uncapped commission.","['Own the sales funnel end-to-end from qualification to close', 'Qualify opportunities and target the right prospects', 'Assess prospects’ financial setup to identify value for Aleph', 'Deliver personalized product demos in collaboration with a Sales Engineer', 'Design and run high-impact trials with Solutions and Data teams', 'Manage the sales process and coordinate internal stakeholders', 'Negotiate deals and close with favorable terms for Aleph', 'Collaborate with Product and Engineering to inform product improvements']","['5+ years of B2B SaaS sales (or proven rapid progression in sales)', 'Track record as an AE exceeding quota on deals sized ~$20k–$200k ACV', 'Comfort selling to C-suite executives at large organizations', 'Strong business acumen and cross-functional awareness', 'Process-driven, highly organized, able to manage workload in a fast-paced environment', 'Intellectually curious and problem-solving oriented', 'Bonus: background in finance']",,0,5.0
Aleph,FP&A software for finance teams.,https://www.getaleph.com/platform/overview,Business Development Representative,Americas,"Jun 5, 2025",https://jobs.ashbyhq.com/aleph/feae83e2-9b6f-4963-b109-fec97e6d5fef,8.0,,Role (BDR) maps well to candidate’s BD/GTM interests and sourcing/ops experience; posting lacks detail and candidate has limited explicit quota-driven sales experience.,"The provided posting contains only website/frontend loader code and metadata; it does not include any job title, company description, duties, or hiring details.",[],[],,8,
Aleph,FP&A software for finance teams.,https://www.getaleph.com/platform/overview,Keep me in mind!,Americas,"Aug 16, 2024",https://jobs.ashbyhq.com/aleph/7562bb90-ae4a-4562-ab61-c7375d7f2c6d,8.0,,"Good fit—data/ML, product and ops background plus investment experience align well with FP&A, product, and growth roles; limited explicit GTM/sales track record.","Aleph is an AI-native FP&A software startup building an AI-driven financial decision layer for businesses. They’re growing rapidly, work remotely across the Americas, are VC-backed, and are building products that centralize financial data and automate reporting, variance analysis, and forecasting. This posting is a general talent-network / hiring overview rather than a single role.","['Join Aleph’s talent network by submitting a resume and brief details of your interests', 'Be considered for roles across Engineering, Design, Product Management, Sales & Marketing, and Finance & Operations', 'Work remotely (Americas-focused) and collaborate with cross-functional teams to ship product and improve customer outcomes', 'Contribute to building and improving an AI-native FP&A platform, including automation of reporting, forecasting, and analysis']","['Relevant experience for the function you apply to (e.g., full-stack, frontend, backend, DevOps, AI/ML, design, product management, sales, customer success, growth marketing, FP&A, operations)', 'Alignment with company core values: Ownership, Empathy, Low-Ego, Growth Mindset, and Simplicity', 'Ability to work remotely within the Americas (United States, Canada, LATAM)', 'Willingness to join a fast-paced, product-driven startup environment']",,8,
Pika,Create iconic videos with AI.,https://www.linkedin.com/company/pika-labs,Content Creator,Palo Alto HQ,"Sep 8, 2025",https://jobs.ashbyhq.com/pika/b3e25690-788c-40f4-b894-063df2bf198d,5.0,,Poor fit — role is executional social-video creator requiring TikTok/IG presence and on‑camera skills; candidate targets strategy/analytical growth roles with no demonstrated UGC experience.,"Pika is a startup behind Pika - Social AI Video, an AI-powered short-video app. They are hiring remote, paid UGC Content Creators to produce weekly short-form videos that showcase features, shape trends on the platform, and inspire community remixes.","['Create and post original Pika videos each week (shared on TikTok, Instagram Reels and/or within the app)', 'Experiment with prompts and demonstrate new features in engaging, scroll-stopping formats', 'Shape the look, feel, and content trends on Pika', 'Drive engagement and encourage remixes across the community']","['Active creator on TikTok and Instagram', 'Experience creating content for TikTok and Instagram Reels', 'Comfortable speaking directly to camera and/or developing viral templates', 'Strong creative instincts and visual storytelling skills (hooks, pacing, aesthetics, comedic timing)', 'Willingness to try new content creation tools (no prior AI experience required)', 'Consistency and reliability in posting content each week']",,2,
Tabs,Revenue automation for modern B2B.,https://www.linkedin.com/company/teamtabs,Agent Operations Associate,"New York City, NY","Jun 17, 2025",https://jobs.ashbyhq.com/tabs/ecfeb544-f716-4524-ad75-f393877fc1ba,7.0,,"Operations-oriented title aligns with his ops/analytics and stakeholder-facing goals, but no job details provided so fit is uncertain.","The provided text is webpage/app loader code and metadata; it does not include any job description, company information, or role details.",['No responsibilities specified in the provided text.'],['No requirements specified in the provided text.'],,7,
Tabs,Revenue automation for modern B2B.,https://www.linkedin.com/company/teamtabs,Software Engineer - Integrations,"New York City, NY","Jun 13, 2025",https://jobs.ashbyhq.com/tabs/da44647f-f8dd-4581-9a4b-057b9b85778f,6.0,,Likely a pure software‑engineering integrations role with no details; candidate targets business/strategy/growth and has limited production engineering experience.,"The provided posting contains only webpage/frontend placeholder content and scripts (JavaScript/CSS loader and metadata) and does not include any information about a role, company, or job details.",[],[],,3,
GreenLite,Automating construction permitting.,https://greenlite.com/,AI Operations Specialist,"San Francisco, CA","Oct 16, 2025",https://jobs.ashbyhq.com/greenlite/021dfeb5-9641-4ae2-a95c-a98903de6683,8.0,,"Title fits candidate’s ops + AI + technical background and career goals, but the posting has no details—unknown scope, level, or responsibilities reduces confidence.","No job description or company information was present in the provided posting. The content is a website/frontend placeholder requiring JavaScript and contains only HTML/JS boilerplate, not a job role summary.",[],[],,7,
GreenLite,Automating construction permitting.,https://greenlite.com/,Sales Engineer,"San Francisco, CA","Aug 20, 2025",https://jobs.ashbyhq.com/greenlite/7ce44efa-553c-4f30-99f7-ffce02725290,7.0,,"Strong ML/data + customer-facing experience, but lacks explicit sales‑engineering/prototype/production background and the role requires full‑time in‑person SF while candidate is enrolled in a master’s — poor fit.","Greenlite AI is hiring a Sales Engineer to act as the technical bridge between Account Executives and prospective customers, demonstrating and proving how the company's AI agents solve customer problems (with an emphasis on compliance/financial crime use cases). The role is customer-facing, highly cross-functional, and based in San Francisco (in-person Monday–Friday).","['Partner with Account Executives to scope and deliver tailored product demos', 'Develop proof-of-concepts and prototypes showing how AI agents solve customer problems', 'Present technical solutions clearly to both business and technical stakeholders', 'Handle technical objections including integration, compliance, and performance questions', 'Collaborate with Product and Engineering to provide field feedback and influence roadmap priorities', 'Contribute to enablement materials, demo environments, and best practices to scale sales engineering impact', 'Work onsite in the San Francisco office (in-person Monday through Friday)']","['Strong technical background in software engineering, solution architecture, or technical consulting', 'Excellent communication and presentation skills; able to translate complex AI concepts into business value', 'Comfortable building quick prototypes and debugging code in real time', 'Experience in fintech, compliance, or AI products is a plus', 'Consultative, customer-first mindset with strong problem-solving skills', 'Comfortable presenting to senior stakeholders such as CTOs and Chief Compliance Officers', 'Willingness to work in-person in San Francisco']",,3,
GreenLite,Automating construction permitting.,https://greenlite.com/,Data Scientist,"San Francisco, CA","Jul 30, 2025",https://jobs.ashbyhq.com/greenlite/fbf1a171-ba75-4d8d-94d5-9b27642ff382,8.0,,"Good ML, stats, and A/B testing background but lacks 3–5 yrs industry LLM-evaluation and fintech/regulatory experience required.","Data Scientist at Greenlite AI focused on assessing and improving the quality of LLM-based AI agents used by banks and fintechs to fight financial crime. The role builds evaluation metrics, guidelines, and end-to-end quality assessment frameworks for regulated environments, works directly with large customers and cross-functional teams, and is based in San Francisco (on-site Monday–Friday).","['Design and implement rigorous evaluation frameworks and metrics for LLM outputs in financial compliance use cases (e.g., sanctions screening, AML investigations)', 'Establish quality guidelines, feedback loops, and standards to ensure regulatory compliance and customer expectations are met', 'Own end-to-end quality assessment for major bank and fintech AI deployments and build dashboards for monitoring performance', 'Perform statistical analysis of AI performance trends, failure modes, and opportunities for improvement', 'Partner with Engineering, Product, and Customer teams to deliver improvement recommendations and act as the AI quality expert', 'Shadow and onboard to the AI agent platform, rapidly become the go-to expert for AI quality assessment across deployments']","['3–5 years industry experience in data science, AI evaluation, or machine learning with a focus on quality assessment', ""Bachelor's or Master’s in Computer Science, Statistics, Mathematics, Physics, or other quantitative field"", 'Strong proficiency in Python and experience with pandas, numpy, scipy, matplotlib', 'Experience with LLM evaluation techniques, prompt analysis, and AI system quality assessment', 'Strong statistical skills including experimental design, hypothesis testing, performance measurement, A/B testing, and statistical significance', 'Experience with SQL, data visualization, and building dashboards for stakeholder communication', 'Ability to work in regulated environments and communicate quality insights to technical and non-technical stakeholders', 'Preferred/bonus: experience with LLM evaluation frameworks, prompt engineering assessment, AI safety metrics, financial services/regulatory experience, and text-data analysis or human-AI interaction evaluation']",,4,3.0
GreenLite,Automating construction permitting.,https://greenlite.com/,Deployment Strategist,"San Francisco, CA","Jul 19, 2025",https://jobs.ashbyhq.com/greenlite/51782321-7919-46b7-9238-7c75b86d0349,8.0,,"Good technical + GTM fit and customer-facing experience, but lacks 3+ years in B2B enterprise fintech/compliance deployments and deep banking/regulatory domain experience.","Deployment Strategist at Greenlite AI — lead deployment of AI agents in highly regulated banking and fintech environments to fight financial crime, working closely with enterprise customers, go-to-market and engineering teams to deliver, scale, and improve compliance workflows. Role is in-person in San Francisco.","[""Master Greenlite's AI agent platform and understand complex banking compliance workflows"", 'Shadow and learn from experienced team members, build and deliver demos to prospective customers', 'Own end-to-end deployment strategy for major bank and fintech enterprise contracts', 'Lead customized workflow implementations, training sessions, and hands-on troubleshooting for customer user groups', 'Partner with go-to-market and engineering teams to convert field insights into product improvements and cross-company offerings', 'Drive expansion of enterprise contracts by identifying new use cases and presenting results/proposals to audiences up to C-suite', 'Embed with product and engineering teams to incorporate customer feedback and improve the platform']","['3+ years in B2B customer-facing technical roles, ideally in fintech or enterprise SaaS', 'Background in AI deployment, product management, or strategy consulting', 'Experience working with highly regulated industries, especially banking or financial services', 'Ability to translate complex technical concepts into clear, actionable insights for non-technical stakeholders', 'Exceptional communication skills and ability to build relationships with banking executives', 'Hands-on, detail-oriented problem solving and willingness to travel as needed', 'Preferred: programming/scripting or statistical packages (Python, R, SQL)', 'Preferred: experience at startups scaling enterprise customer deployments', 'Preferred: background in compliance, risk, or financial services operations', 'Preferred: experience presenting to C-suite executives and building executive relationships']",,5,3.0
GreenLite,Automating construction permitting.,https://greenlite.com/,Enterprise Account Executive,"San Francisco, CA","Jul 1, 2025",https://jobs.ashbyhq.com/greenlite/055593ae-1a0e-4b51-a7ea-5d52d62f0808,8.0,,Seniority,"Enterprise Account Executive at Greenlite AI selling AI-driven compliance solutions to banks and fintechs. Own the full enterprise sales cycle for large, strategic accounts, work closely with technical and executive stakeholders, and help shape go-to-market strategy on a small, growing team.","['Own end-to-end sales cycles for major bank and fintech prospects, including outbound prospecting and pipeline building', 'Land new logos and drive expansion across departments and use cases within large organizations', 'Engage executive stakeholders and multithread across compliance, engineering, and risk teams', 'Deliver demos and presentations that convey value to compliance and risk leaders', 'Partner with Solutions Engineers and cross-functional teams to design tailored solutions', 'Lead pricing and contract negotiations in highly regulated environments', 'Share field insights to inform GTM strategy and collaborate with product/engineering']","['5+ years of B2B enterprise sales with a track record of exceeding quota', 'Experience selling technical products to financial services, preferably in compliance, risk, or security', 'Proven success with complex sales cycles and average deal sizes in the six-figure to $1M+ range', 'Ability to sell to technical and executive stakeholders (VP/C-level) with strong presence and consultative approach', 'Familiarity with enterprise financial technology stacks and regulatory challenges', 'Persistent, strategic closer mindset; self-starter comfortable in a lean/team-first environment', 'Strong communication, follow-up, and cross-functional collaboration skills', 'Preferred: startup/founding sales team experience, fintech/financial services background, selling into compliance/risk/regulatory functions, track record at high-growth B2B software companies']",,0,5.0
GreenLite,Automating construction permitting.,https://greenlite.com/,"Software Engineer, Forward Deployed Product","San Francisco, CA","May 7, 2025",https://jobs.ashbyhq.com/greenlite/ae4d0bb0-b98e-4bd4-a920-590e63467fa9,8.0,,"Good customer-facing, SQL/Python and data project experience, but lacks required production engineering depth, TypeScript/Node.js and cloud/ETL/infra expertise for this FDE role.","Forward Deployed Engineer at Greenlite AI — a startup building AI-powered compliance automation for financial institutions. The role combines production software engineering, customer-facing integrations, and problem-solving to deploy and maintain the platform for large enterprise fintech customers.","['Deploy and integrate Greenlite’s platform with customer systems (APIs, webhooks, data pipelines) and deliver production-grade code.', 'Design and deploy architectures for high-volume ingestion, enrichment, and data pipelines.', 'Triage, debug, and support production issues across customer deployments; write reliable ETL/ELT jobs and connectors.', 'Implement customer-specific extensions and build reusable solutions that influence the core product.', 'Serve as the technical partner and customer’s voice to Engineering and Product, identifying patterns and driving upstream improvements.', 'At senior levels: lead enterprise deployments, mentor FDEs, define frameworks/templates, and represent engineering in technical customer discussions.']","['Production engineering experience (level-dependent): Engineer 4+ yrs, Senior 6+ yrs, Staff 8+ yrs.', 'Strong fundamentals in APIs, distributed systems, and data modeling.', 'Hands-on experience with ETL/ELT, SQL, and cloud infrastructure.', 'Excellent debugging skills and a systematic approach to problem-solving.', 'Strong written and verbal communication; comfortable working directly with customers and compliance teams.', 'Ownership mindset and ability to translate messy requirements into reusable product features.', 'Primary technical stack: TypeScript/Node.js; Python is a plus.', 'Familiarity with REST APIs, PostgreSQL/Supabase, workflow engines (Temporal/Airflow/Prefect), Git, Docker, monitoring (Datadog), and CI/CD tools.', 'Bonus: experience in fintech, compliance, or AI-driven data systems.']",,3,
MarqVision,A new era of brand protection.,https://www.marqvision.com/abm/new-era-cap,Sales Development Representative,"Seoul, Korea","Oct 24, 2025",https://job-boards.greenhouse.io/marqvision/jobs/4534553008,7.0,,"Some BD/GTM and SaaS alignment, but lacks direct 1–3 yrs lead-gen/SDR experience, Korean/APAC language skills, and the strategic/ops focus desired.","MarqVision is a fast-growing online brand protection SaaS startup seeking a Sales Development Representative (Korea) to generate leads, book meetings, and build sales pipeline for fashion, retail and luxury brands. The role works with APAC sales leadership to identify decision-makers, perform outreach, and protect brands from counterfeit and illegal distribution.","['Prospect target accounts and build a sales pipeline in collaboration with sales and marketing', 'Identify key decision-makers through industry and role analysis and conduct tailored outreach', 'Generate leads and secure meetings via phone, email, LinkedIn and other channels', 'Deliver value through customized content (case studies, presentations, event invitations)', 'Manage sales activities and reporting using Salesforce']","['1–3 years of lead-generation experience in sales or marketing', 'Passion for acquiring new customers and building relationships', 'Ability to work proactively and execute in a fast-changing environment', 'High focus and accountability for meeting KPIs', 'Positive attitude and proactive problem-solving skills', '(Nice to have) Experience in fashion/retail/luxury sales or partnerships', '(Nice to have) Understanding of IT/SaaS sales, interest in tech products, and experience with value selling']",,4,1.0
MarqVision,A new era of brand protection.,https://www.marqvision.com/abm/new-era-cap,Customer Onboarding Specialist,"San Francisco, California, United States · New York City, New York, United States","Sep 29, 2025",https://job-boards.greenhouse.io/marqvision/jobs/4520582008,8.0,,Seniority,"Customer Onboarding Specialist at MarqVision: manage and execute the onboarding journey for new clients of an AI-powered brand protection platform, coordinating cross-functional teams (Sales, Customer Success, Brand Protection Specialists) to set onboarding strategy, workflows, KPIs, and ensure successful activation and long-term client outcomes. MarqVision is a VC-backed brand-control company protecting brands from counterfeits and fraud across global digital channels.","['Coordinate and deliver pre-sales assessments for Account Executives and clients', 'Verify clients have required intellectual property rights (IPR) to address abuse', 'Recommend appropriate package and pricing based on abuse types, client IPR, and enforcement volume', 'Serve as Project Manager for customer onboarding, defining strategy and initial success criteria/KPIs', 'Coordinate onboarding tasks between Customer Success Managers and Brand Protection Specialists to ensure timely execution and alignment', 'Guide customers through activation calls, clarify processes, and set clear expectations', 'Lead BPS training and contribute to process documentation to improve consistency and scalability', 'Establish initial client workflows tailored to enforcement needs', 'Maintain detailed onboarding documentation, reports, and process improvements for scalability']","['5+ years experience in onboarding, project management, intellectual property rights management, or related fields', 'Strong understanding of IP rights, brand protection, or legal processes (preferred)', 'Excellent organizational skills and ability to manage multiple client projects simultaneously', 'Strong verbal and written communication skills and ability to build client trust', 'Detail-oriented with strong analytical and problem-solving abilities', 'Proactive, solutions-oriented mindset', 'Collaborative and adaptable; comfortable working cross-functionally across Sales, Success, and Operations', 'Tech-savvy with ability to learn and adopt new tools quickly', 'Nice to have: experience with online brand protection, legal IP processes, or SaaS onboarding', 'Nice to have: familiarity with training or documentation development', 'Nice to have: resilience and reliability when managing recurring tasks']",,0,5.0
11x,AI digital workers platform.,https://www.11x.ai/,AI Digital Workers,"San Francisco, United States","Nov 11, 2024",https://www.11x.ai/about-us,8.0,,Good fit: strong mix of data/technical + customer-facing/GTM experience; lacks explicit SaaS demo track record and direct GTM/GA4/web-tracking experience.,"Customer-facing AI Sales Representative role (branded as ""Julian"") for 11x, focused on engaging website visitors via a chat/voice assistant to describe the product, schedule demos, and capture lead/tracking data.","['Engage website visitors through a chat/voice assistant, provide product information and answer questions', 'Prompt and schedule demos with prospective customers', 'Offer dynamic suggestions and guided conversation flows to move leads through the funnel', 'Capture and persist tracking parameters (e.g., gclid, utm_*, fbclid) and set cookies for lead attribution', 'Send events and captured parameters to analytics/GTM/GA4 for reporting and attribution']","['Experience in sales or customer-facing/demo roles (especially SaaS) or equivalent aptitude', 'Familiarity with conversational or AI assistant workflows and conversational UX', 'Basic understanding of web tracking and analytics (GTM, GA4, UTM/GCLID) and cookie usage', 'Comfort working with assistant/widget configuration and providing clear, demo-focused messaging']",,7,
Rainforest,Payment processing for your platform.,https://www.rainforestpay.com/,Payment Operations Specialist,Atlanta HQ,"Oct 9, 2025",https://jobs.ashbyhq.com/rainforest-pay/cdf94983-829f-4f07-ab13-b3f92edc732f,7.0,,Ops/data skills match (SQL/Excel/process improvement) but payments is likely executional and not aligned with his strategic/growth-focused goals; no job details provided.,No job description or company/role details were found in the provided text; the content appears to be webpage HTML/JavaScript for loading a careers/jobs application.,[],[],,5,
