Company,Description,URL,title,location,date_posted,link,fit,,fit reason,role description,role responsibilities,role reqs,role years experience,final fit,yrs exp req
Doppel,AI-native digital risk protection.,https://www.doppel.com/platform,Mid-Market Account Executive - Toronto,"Ontario, CA","Sep 17, 2025",https://jobs.ashbyhq.com/doppel/4e3a816b-4dab-4e4d-a454-8eff70a8ab0d,7,,"Aligned on business/GTM interest but lacks 3+ yrs SaaS/mid‑market sales experience, quota track record, and Toronto/Canada work authorization.","Doppel is hiring a Mid-Market Account Executive in Toronto to own a territory, drive net-new SaaS sales into mid-market companies, build executive relationships, and help scale the company's mid-market motion in a remote-first cybersecurity startup.","['Drive new business in the mid-market segment (companies up to $2.5B revenue)', 'Own and manage a sales territory as the primary AE (coordinate with SDR, Partner, and Solutions Engineering teams)', 'Run consultative sales cycles and map Doppel’s products to customer problems', 'Qualify opportunities and close high-value SaaS deals with discipline and integrity', 'Build and maintain executive and technical buyer relationships', 'Collect and share field feedback to improve product and sales motion']","['3+ years of professional experience, including 1+ year in SaaS/tech sales (cybersecurity or infrastructure experience a plus)', 'Proven track record selling into mid-market accounts', 'Strong consultative, customer-first sales skills (transparent and honest)', 'Ability to engage both business and technical buyers', 'Startup mindset: adaptable, self-directed, and collaborative', 'Must live in territory and be authorized to work in the US or Canada']",,2,3
Doppel,AI-native digital risk protection.,https://www.doppel.com/platform,Mid-Market Account Executive - Ohio Valley,United States,"Sep 17, 2025",https://jobs.ashbyhq.com/doppel/75dba511-9c8b-40ac-b1a3-df1ce59b44f7,7,,"Analytical and BD-adjacent experience is transferable, but lacks required 1+ year SaaS/mid‑market sales experience, proven quota/close track record, and clear territory eligibility.","Doppel is a fast-growing cybersecurity company building AI-driven defenses against phishing and online fraud. They seek a Mid-Market Account Executive to own an Ohio Valley territory, drive net-new SaaS sales into mid-market accounts, build executive relationships, close high-value deals, and help shape the company’s mid-market motion. The role is remote-first, offers base salary plus OTE, uncapped commissions, and equity.","['Own a designated mid-market territory and drive net-new business', 'Run consultative sales cycles and build trusted executive relationships', 'Map Doppel’s products to customer problems and qualify opportunities', 'Close deals with discipline, creativity, and integrity', 'Share field feedback to improve product and sales processes']","['3+ years of professional experience, including at least 1 year in SaaS/tech sales (cybersecurity or infrastructure a plus)', 'Proven track record selling into mid-market accounts', 'Strong consultative, customer-first sales skills; transparent and honest approach', 'Ability to engage both business and technical buyers', 'Startup mindset: adaptable, self-directed, and collaborative', 'Must live in the assigned US or Canadian territory and be authorized to work in the US or Canada']",,3,3
Doppel,AI-native digital risk protection.,https://www.doppel.com/platform,Mid-Market Account Executive - Chicago,United States,"Sep 17, 2025",https://jobs.ashbyhq.com/doppel/7a09c430-0bc1-4e9b-8ac5-07fff24a997f,6,,Role matches GTM/BD interests but candidate lacks 3+ years of SaaS/mid‑market sales experience and proven quota/closing track record.,"Doppel is a fast-growing cybersecurity company seeking a Mid-Market Account Executive in Chicago to own a territory, drive net-new SaaS business into mid-market companies, build executive relationships, close high-value deals, and help scale the company’s mid-market motion.","['Own a geographic territory and drive new business in the mid-market segment (companies up to $2.5B revenue).', 'Run consultative sales cycles and build trusted relationships with prospects and customers.', 'Map Doppel’s products to customer problems and qualify opportunities.', 'Close deals with discipline, creativity, and integrity to hit revenue/OTE targets.', 'Collaborate with Sales Development, Partner, and Solutions Engineering teams.', 'Collect and share field feedback to improve product and sales motion.']","['3+ years of professional experience, including at least 1 year in SaaS/tech sales (cybersecurity or infrastructure a plus).', 'Proven track record selling into mid-market accounts.', 'Strong consultative, customer-first sales skills; transparent and honest approach.', 'Ability to engage both business and technical buyers.', 'Startup mindset: adaptable, self-directed, and collaborative.', 'Must live in the assigned US or Canadian territory and be authorized to work in the US or Canada.']",,4,3
Doppel,AI-native digital risk protection.,https://www.doppel.com/platform,Enterprise Account Executive - St. Louis,United States,"Sep 16, 2025",https://jobs.ashbyhq.com/doppel/a770fd87-cce2-4601-be9f-11c080fd6364,6,,Seniority,"Enterprise Account Executive at Doppel, a cybersecurity company focused on stopping digital deception. The role owns a territory (St. Louis), drives net-new enterprise sales (targets companies $2.5B+), runs full-cycle deals, builds executive relationships, closes six-figure SaaS contracts, and partners with internal teams to influence product and go-to-market.","['Drive new business with enterprise accounts (companies with $2.5B+ revenue).', 'Run full-cycle sales: prospect, qualify, guide through evaluation, and close.', 'Lead consultative conversations with senior business and technical buyers.', 'Close six-figure deals while maintaining transparency and integrity.', 'Partner with resellers, Finance, Marketing, and Product to deliver value.', 'Share field insights to influence product roadmap, pricing, and messaging.', 'Mentor newer sales teammates once established in the role.']","['6+ years of experience, including 3+ years in enterprise SaaS or security sales.', 'Proven ability to land and expand large, multi-stakeholder accounts.', 'Strong consultative sales skills (MEDDPICC or similar).', 'Ability to navigate procurement and negotiate enterprise contracts.', 'Excellent communication and presentation skills across business and technical audiences.', 'Resilient, analytical, and creative problem-solving orientation.', 'Familiarity with enterprise security products is a plus (not required).', 'Must live in the assigned territory and be authorized to work in the US or Canada.']",,0,6
Doppel,AI-native digital risk protection.,https://www.doppel.com/platform,Enterprise Account Executive - Philadelphia,United States,"Sep 16, 2025",https://jobs.ashbyhq.com/doppel/8997d957-3dfc-4db3-9bf3-e730f786a71e,6,,Seniority,"Doppel is a fast-growing cybersecurity company focused on dismantling digital deception. They are hiring an Enterprise Account Executive to own a territory, drive net-new enterprise sales (targeting companies $2.5B+ revenue), build executive relationships, close six-figure SaaS deals, and influence product and GTM strategy in a remote-first environment.","['Drive net-new business in an assigned enterprise territory (targets: companies with $2.5B+ revenue).', 'Run full-cycle sales: prospect, qualify, guide evaluations, and close deals.', 'Lead consultative conversations with senior business and technical buyers.', 'Close six-figure deals while maintaining transparency and integrity.', 'Partner with Sales Development, Solutions Engineering, resellers, Finance, Marketing, and Product to deliver value.', 'Share field insights to influence product roadmap, pricing, and messaging.', 'Mentor and support newer sales team members once established in role.']","['6+ years of experience, including 3+ years in enterprise SaaS or security sales.', 'Proven ability to land and expand large, multi-stakeholder enterprise accounts.', 'Strong consultative sales skills (MEDDPICC or similar).', 'Ability to navigate procurement processes and negotiate enterprise contracts.', 'Excellent communication and presentation skills for business and technical audiences.', 'Resilient, analytical, and creative problem-solver who finds paths to “yes.”', 'Familiarity with enterprise security products is a plus.', 'Must live in the assigned territory and be authorized to work in the US or Canada.']",,0,6
Checkly,Test and monitor your apps and APIs at scale.,https://www.checklyhq.com/,Don't see the role you're looking for? Join our Talent Community!,Remote,"May 26, 2025",https://jobs.ashbyhq.com/checkly/21acd589-f6eb-42cd-8c75-3eac4e3fb1e7,9,,"Low fit — generic talent pool could surface ops/GTM roles, but posting requires Germany work-eligibility and gives no clear business/growth opportunities aligned with your goals.","Join Checkly's Talent Community — a remote-first Monitoring-as-Code startup seeking developers and other candidates to keep on file for future openings. If you don’t see a current role that fits, submit your details so Checkly can review your resume and contact you when relevant positions open. Checkly emphasizes transparency, remote work, and competitive benefits.","['Submit your resume/profile to the Talent Community', 'Allow Checkly to review your background for potential future roles', 'Be available for outreach if a matching opportunity arises', 'Receive updates about new roles and company information']","[""Interest in Checkly's product domain (monitoring, observability, developer tooling) or related skills"", 'Relevant skills/experience as required by future specific roles (varies by position)', 'Comfort with a remote-first, async work environment', 'Located in or eligible to work in Germany (applicant location requirement)', 'Provide resume and contact information']",,4,
Pliant,Corporate card platform.,https://www.getpliant.com/,Various Positions,"Berlin, Germany",Not specified,https://www.getpliant.com/en/careers/,9,,"‘Various Positions’ = general application aligns well with the candidate’s business/tech growth focus, but no role details create uncertainty.","Fragment of a careers/job posting page for Pliant. The provided text only includes the page header and image preload markup; no specific role, responsibilities, or requirements are included.",[],[],,8,
Italic,Unbranded luxury goods.,https://www.italic.com/?srsltid=AfmBOoreWYil4ZiWqYUnVGzxsmfm1bKd6mR15lvKgzICb-HL0u08eol8,Marketing Coordinator,San Francisco,"Oct 16, 2025",https://jobs.ashbyhq.com/italic/98f23aee-71a3-420c-9697-3b7db249af17,8,,"Strong analytics, A/B-testing, and ops/cross-functional experience — good fit for growth/marketing goals; limited direct e‑commerce/tool experience (Klaviyo/Shopify/ads).","Italic is a direct-to-consumer e-commerce brand creating luxury goods without traditional markup. The Marketing Coordinator will support the Marketing Lead on brand, direct-response, and retention marketing—managing campaign execution, marketing assets, analytics, vendor coordination, and cross-functional alignment in a fast-paced, small-team environment.","['Support Marketing Lead in coordinating and executing brand, direct-response, and retention strategies', 'Assist with developing, tracking, and optimizing marketing budgets and forecasts', 'Maintain the marketing calendar and ensure cross-campaign alignment', 'Manage marketing campaigns from ideation through execution across digital channels (email, paid ads, social, content) and occasional offline assets', 'Create, coordinate, and deliver marketing assets (banners, visuals, copy, landing pages) with designers and copywriters', 'Help launch product drops, seasonal campaigns, and promotions', 'Monitor KPIs (CAC, ROAS, conversion rates, email and website metrics) and build dashboards/reports with insights and recommendations', 'Coordinate vendors and logistics for events, photoshoots, webinars or pop-ups and collaborate with ops, customer service, and product teams']","['Bachelor’s degree in Marketing, Business, Communications, or related field', '1–2 years of experience in marketing, e-commerce, or related roles', 'Experience with marketing tools: CRM/email platforms, Google Analytics, Google Ads, and social media ad platforms', 'Bonus: experience with Klaviyo, Shopify, Magento, A/B testing tools, or marketing automation systems', 'Strong organizational and project management skills to handle multiple campaigns and deadlines', 'Excellent written and verbal communication skills', 'Analytical, data-driven mindset able to translate metrics into actionable insights', 'Creative, experimental (“test and learn”) attitude and ability to work cross-functionally', 'Proactive, detail-oriented, and accountable with ownership of projects']",,8,1
Italic,Unbranded luxury goods.,https://www.italic.com/?srsltid=AfmBOoreWYil4ZiWqYUnVGzxsmfm1bKd6mR15lvKgzICb-HL0u08eol8,Email Marketing Assistant (Part-Time / Remote),Mexico City,"Oct 8, 2025",https://jobs.ashbyhq.com/italic/c5bbaa7b-a340-4c2b-b396-b2e10e34af11,6,,"Some overlap with marketing/growth and ops (COO support, Figma, attention to detail) but lacks required Klaviyo/email-platform and email HTML/QA experience and is a tactical part-time role vs the candidate's strategic, higher-level goals.","Part-time remote Email Marketing Assistant at Italic to support the COO by preparing, staging, QA'ing, and scheduling marketing emails. Ideal for a detail-oriented individual with familiarity with email marketing platforms who can work independently. Italic is a direct-to-consumer company offering luxury goods without labels focused on high performance and a flat, meritocratic culture.","['Stage marketing emails from provided copy and assets (images, links, layouts)', ""Ensure emails are correctly formatted and QA'd before review and send"", 'Upload content, segment audiences, and schedule sends in email platforms (e.g., Klaviyo, SendGrid)', 'Check links, formatting, and responsive layouts prior to final approval', 'Maintain organized records of campaigns and send schedules', 'Work closely with the COO and follow instructions to meet tight deadlines']","['Experience with email marketing tools (basic Klaviyo required)', 'Basic HTML knowledge for email formatting and edits', 'Strong attention to detail (catch typos, spacing, design issues)', 'Reliable internet connection and consistent availability', 'Good English communication skills', 'Ability to follow clear instructions and deliver on tight deadlines', 'Nice to have: familiarity with Figma', 'Nice to have: experience in e-commerce or lifecycle marketing teams']",,4,
Italic,Unbranded luxury goods.,https://www.italic.com/?srsltid=AfmBOoreWYil4ZiWqYUnVGzxsmfm1bKd6mR15lvKgzICb-HL0u08eol8,"Software Engineering Intern, AI Projects",New York City,"Jun 8, 2025",https://jobs.ashbyhq.com/italic/7c396849-14ec-49c5-99d6-b96612778474,6,,"Role needs 3+ years TypeScript, production full‑stack/Unity AI integration and devops experience; candidate has Python/ML coursework and business/analytics experience, not the required engineering stack or career focus.","Italic is a direct-to-consumer luxury goods company building flagship consumer products and AI-driven features. They are hiring a Software Engineering Intern for AI Projects to develop and maintain backend and AI services, integrate LLMs/CV/recommender models into clients (web, mobile, Unity), and help ship production code rapidly in a small, high-autonomy team based in NYC (hybrid).","['Develop and maintain scalable AI and shared services (chat/memory, image/video generation pipelines, chat, etc.)', 'Own the shared backend and build greenfield features, shipping code to production frequently', 'Integrate LLMs, computer vision models, and recommender systems into web, mobile, Unity and game clients', 'Create and maintain reusable boilerplate templates across projects', 'Stand up reliable infrastructure for payments, rewards, order routing, and analytics', 'Promote engineering best practices across observability, security, and CI/CD']","['Must be able to work on-site in downtown Manhattan some days per week (hybrid role)', 'Meaningful experience coding with AI tools/frameworks (e.g., Cursor, Claude Code)', 'Fluency with and active engagement in the modern AI stack', '3+ years coding with TypeScript', 'Nice-to-have: experience building automation or phone automation bots', 'Nice-to-have: experience with Cloudflare dev stack (D1, R2, DO, agent SDK)', 'Nice-to-have: Cloud/DevOps skills (AWS/GCP, containers, infrastructure-as-code)', 'Nice-to-have: experience with Unity, WebGL/Three.js, e-commerce/payments, or graphics pipelines', 'Nice-to-have: experience integrating AI into mobile or game environments; Expo is a plus']",,2,3
Italic,Unbranded luxury goods.,https://www.italic.com/?srsltid=AfmBOoreWYil4ZiWqYUnVGzxsmfm1bKd6mR15lvKgzICb-HL0u08eol8,"Software Engineer, AI Projects",Shenzhen,"Jun 6, 2025",https://jobs.ashbyhq.com/italic/19311638-ab95-44c7-a6a0-785d281fe480,5,,"Low fit — role requires 3+ yrs TypeScript and production AI/engineering (Unity, Cloud, infra); candidate is ML/data‑science and business-focused with no production TS/engineer experience.","Italic, a direct-to-consumer luxury goods company, is hiring a Software Engineer for AI Projects to build and maintain flagship consumer products and shared backend services, rapidly ship AI-driven features, and integrate LLMs/CV/recommender systems into mobile, web and game clients. The role is hybrid with some on-site work in downtown Manhattan.","['Build and maintain flagship consumer products and shared backend services', 'Move quickly on green-field features and push code to production weekly', 'Create and maintain scalable AI and shared services (chat/memory, image/video generation pipelines, etc.)', 'Build and maintain reusable boilerplate and templates across projects', 'Integrate LLMs, computer vision models, and recommender systems into mobile, Unity, and web clients', 'Stand up reliable infrastructure for payments, rewards, order routing, and analytics', 'Promote engineering best practices in observability, security, and CI/CD', ""Work in a small, high-autonomy team with a daily release cadence and 'build it, run it' ownership""]","['Able to work hybrid with some days on-site in downtown Manhattan', 'Meaningful hands-on experience coding with AI tools/flows (e.g., Cursor, Claude Code)', 'Fully fluent with and actively keep up-to-date on the modern AI stack', '3+ years coding with TypeScript', 'Nice to have: experience building automation or phone automation bots', 'Nice to have: familiarity with Cloudflare dev stack (D1, R2, DO, agent SDK)', 'Nice to have: Cloud & DevOps experience (AWS/GCP, containers, infra-as-code)', 'Nice to have: experience with Unity, WebGL/Three.js, e-commerce/payments, or graphics pipelines', 'Nice to have: experience integrating AI in mobile or game environments; Expo experience is a plus']",,2,3
Italic,Unbranded luxury goods.,https://www.italic.com/?srsltid=AfmBOoreWYil4ZiWqYUnVGzxsmfm1bKd6mR15lvKgzICb-HL0u08eol8,Part Time Product Assistant,Shenzhen,"May 23, 2025",https://jobs.ashbyhq.com/italic/dd15c8b5-b43b-42f5-88e9-6fc11a5973cb,7,,"Good skills (Excel, ops, product coordination) but requires Shenzhen in‑office availability and is low‑pay/part‑time — major mismatch.","Italic, a direct-to-consumer luxury goods company, is hiring a part-time Product Assistant in Shenzhen to support product coordination, data management, wholesale outreach, and logistics. The role includes Excel-based product data work, onboarding and supporting wholesale accounts, and communicating with factories; training on data analysis and product systems is provided. Salary range: CNY 7,000–7,500/month.","['Manage and analyze product data in Excel (VLOOKUP, IF, SUMIF, SUMIFS, Pivot Tables)', 'Prepare and assist with line sheets, catalogs, and reporting', 'Build lists of potential wholesale customers and assist with outreach', 'Onboard new wholesale accounts, enter data, and provide product information', 'Handle inquiries and provide basic support to wholesale partners', 'Communicate with factories to track production and shipments', 'Help coordinate international shipments to ensure timely delivery']","['Proficiency in Excel (VLOOKUP, IF, SUMIF, SUMIFS, Pivot Tables)', 'Strong written and verbal communication skills in English', 'Detail-oriented with ability to organize and analyze data', 'Experience in wholesale or logistics preferred', 'Located in Shenzhen and able to work in-office', 'Part-time availability and flexibility for product and wholesale tasks']",,2,
Atlas Card,Modern concierge and spend management platform.,https://atlascard.com/,"Member Services Associate, Dining and Accounts",US - Remote,"Oct 18, 2025",https://jobs.ashbyhq.com/atlas/cfe40277-685e-40ed-a29c-fcea19b94a12,6,,Frontline concierge/customer-support role — some client-facing and ops overlap but lacks the strategic/technical scope and required hospitality experience.,"Atlas is a fast-growing concierge and charge card company providing high-end dining, travel, and lifestyle services. The Member Services Associate (Dining & Accounts) is a PST-based, member-facing role (1pm–9pm PST) responsible for delivering white-glove support for dining, reservations, and account servicing while partnering with concierge, operations, and credit teams to resolve issues and streamline member experiences.","['Serve as primary point of contact for members on dining and account-related requests', 'Manage inbound and outbound communications via Zendesk, Slack, Gmail, and Core Credit', 'Coordinate reservations, dining experiences, and special requests', 'Troubleshoot member account, credit, and billing issues with a solutions-first approach', 'Collaborate cross-functionally with credit operations and lifestyle/concierge teams', 'Track and manage service requests efficiently while maintaining a high-touch, empathetic approach', 'Anticipate member needs and turn challenges into positive experiences']","['3+ years client service or relationship management experience in luxury dining, hospitality, or financial services', 'Background in Customer Service, Executive Assistance, or Concierge Services with a dining focus', 'Proven record of delivering VIP-level service to high-value members', 'Strong multitasking, prioritization, and creative problem-solving skills', 'Excellent clear and empathetic communication and ability to adjust tone', 'Self-motivated, able to work independently with minimal supervision', 'Comfortable using Zendesk, Slack, Gmail, and Google Workspace', 'Preferred: familiarity with Core Credit or other financial servicing platforms', 'Preferred: experience in customer-facing financial services or luxury brand environments', 'Preferred: experience managing video calls/virtual consultations (Zoom, Google Meet)']",,4,3
Atlas Card,Modern concierge and spend management platform.,https://atlascard.com/,Head of Dining Operations & Concierge,New York,"Jun 8, 2025",https://jobs.ashbyhq.com/atlas/588b3dfa-8bfc-4f7a-8d7c-e57030d57b16,6,,Seniority,"Lead Atlas's nationwide dining concierge operation, building systems, standards, partnerships, and a high-performing team to deliver fast, premium dining access and member satisfaction for a luxury concierge and charge card company.","['Manage and grow the dining concierge team — hiring, training, and setting KPIs across key markets', 'Build SOPs and internal systems to streamline triage, fulfillment, and escalation of dining requests', 'Own relationships with top restaurants and hospitality groups, driving partnerships and new deal flow', 'Define and enforce quality metrics for response time, fulfillment rate, and member satisfaction', 'Collaborate with product and AI teams to integrate tooling and workflows for speed and scale', 'Monitor data on member demand, city-specific inventory, and team performance to inform strategy', 'Represent Atlas’s dining capabilities to high-profile members, partners, and investors']","['7–12+ years in high-end hospitality, dining, or concierge roles', 'Experience managing teams in fast-paced, high-stakes environments (e.g., top restaurants, member clubs, luxury service orgs)', 'Deep knowledge of hard-to-book restaurants and VIP clientele', 'Proven operational track record of building and scaling systems (not just handling requests)', 'Service-first mindset with strong attention to detail and member outcomes', 'Bonus: experience at a startup or working cross-functionally with tech/product teams']",,0,7
Atlas Card,Modern concierge and spend management platform.,https://atlascard.com/,Business Operations,New York,"Mar 4, 2025",https://jobs.ashbyhq.com/atlas/1d31efc8-fc66-4724-b18e-586048678a1c,8,,"Strong analytics, systems-building, and cross-functional experience fit biz-ops/GTM work, but falls short of the 3+ years startup ops/support requirement and lacks explicit CRM/Airtable/Zendesk/Zapier experience.","Atlas is an early-stage, NYC-based concierge and charge card company (dining, travel, lifestyle) seeking a Business Operations operator to work closely with the concierge team to design systems, improve workflows, build metrics and tooling, and drive member engagement and automation.","['Partner with concierge team to streamline workflows and improve speed, accuracy, and consistency', 'Design and implement systems and lightweight processes for inbound/outbound member activity (dining requests, hotel bookings, etc.)', 'Build and maintain dashboards to track SLAs, fulfillment rates, member satisfaction (NPS, resolution time) and other KPIs', 'Own concierge CRM tracking and help design proactive GTM campaigns for high-value members', 'Define and monitor ops and concierge KPIs and use insights to drive prioritization', 'Identify high-impact automation opportunities and collaborate with engineering to reduce manual work']","['3–7 years in business operations, strategy, or systems-building roles at fast-moving startups', 'Direct experience working with ops, support, or GTM teams to improve processes', 'Strong data skills — able to build dashboards, analyze raw data, and surface signal', 'Hands-on with tools like Airtable, Notion, Zendesk, Slack, Zapier (comfortable building systems quickly)', 'Obsessive focus on speed and quality; proactive about fixing inefficiencies', 'Excellent cross-functional communication and ability to move projects forward quickly']",,6,3
Atlas Card,Modern concierge and spend management platform.,https://atlascard.com/,Software Engineer,San Francisco,"Dec 14, 2024",https://jobs.ashbyhq.com/atlas/8acfd23c-fd87-4322-bed1-4258b7199c3d,7,,Seniority,"Backend software engineer at Atlas, a concierge credit card and lifestyle company. The role focuses on building and scaling backend systems that power payments, card issuing, integrations with travel/GDS partners, and internal concierge tooling for a small, fast-growing team based in San Francisco.","['Design, build, and maintain core backend systems for card issuing, payments, and merchant intelligence', 'Integrate with third-party APIs, GDS platforms, travel partners, and payment providers', 'Develop internal tooling to streamline concierge workflows across flights, hotels, and dining', 'Build secure, reliable infrastructure that scales with spending volume', 'Create fast, maintainable services with clean interfaces across the product stack', 'Own large projects end-to-end and collaborate closely with product and operations teams', 'Ship quickly and iterate in a lean, early-stage environment']","['5+ years building production systems in languages like Go, Node.js, Python, or similar', '3+ years experience with cloud platforms (AWS, GCP, or Azure)', 'Experience with SQL and relational databases (Postgres preferred)', 'Strong understanding of reliability, observability, and performance optimization', 'Proven ability to own large projects end-to-end and work cross-functionally with product and ops', 'Bias for clean, well-tested code and thoughtful abstractions', 'Willingness to work in the SF office at least three days per week']",,0,5
Hebbia,AI agents for financial services.,https://www.hebbia.com/,AI Strategy Operations,New York City,"Oct 20, 2025",https://job-boards.greenhouse.io/hebbia/jobs/4436496005,8,,Strong analytics + ops/strategy background and customer-facing experience; slightly light on 2–5yrs startup ops tenure and NYC onsite requirement.,"Hebbia is an AI platform for investors and bankers (founded in 2020, backed by prominent investors) that provides an AI product called Matrix used by major asset managers. The AI Strategy Operations role, based in NYC, supports Hebbia’s post-sales organization by driving operational excellence, analytics, tooling, and scalable engagement programs across customer-facing, go-to-market, and engineering teams.","['Drive projects from ideation to completion, identifying and addressing cross-functional pain points with optimal value-effort tradeoffs', 'Manage multiple complex programs simultaneously, balancing capacity and coordinating subject matter experts across teams', 'Apply strategic problem solving to define and resolve new and ambiguous challenges', 'Extract, analyze, and operationalize data-driven insights to inform strategic decisions and improve outcomes', 'Build credibility and relationships across the organization, acting as a trusted advisor to drive cross-functional initiatives']","['2–5 years in operational roles at tech companies, late-stage startups, or consulting firms', 'Proficiency in analytics, including experience with SQL, Python, and data visualization tools', 'Strong relationship management skills across teams and seniority levels', 'Ownership mindset and ability to proactively own and drive initiatives', 'Highly analytical with a foundation in data analytics and data-grounded decision making', 'Ability to work onsite in New York City (SoHo)']",,7,2
Hebbia,AI agents for financial services.,https://www.hebbia.com/,"AI Strategist, Public Equities",New York City,"Oct 20, 2025",https://job-boards.greenhouse.io/hebbia/jobs/4561206005,8,,Strong product/investment and client-facing transferables but lacks the required 2+ years of front‑office public‑equities experience and likely NYC on‑site background.,"Hebbia is an AI platform for investors and bankers that delivers AI-driven analysis to institutional asset managers. The AI Strategist, Public Equities (based in NYC) will lead enterprise engagements with public-equities clients, create strategic value from Hebbia’s product, inform the product roadmap, and help build and potentially manage the Engagement team.","['Deeply understand public-equities investment workflows and what makes opportunities attractive to investors', 'Engage creatively with users to maximize value from Hebbia and serve as the voice of the customer', 'Build and maintain strong relationships with clients, including executive-level stakeholders, and act as a trusted advisor', 'Tackle ambiguous and complex customer and product questions with a structured approach', 'Bring customer insights to product and engineering teams to define and advise on the product roadmap', 'Help grow the Engagement team and potentially manage a dedicated team']","['At least 2 years in front-office public equities roles (equity research or public equities investing at mutual funds, hedge funds, family offices, endowments/foundations)', '2–6+ years of total work experience (posting indicates this range)', 'Deep knowledge of public equities investing workflows and user needs', 'Ability to lead enterprise engagements and serve as a strategic, product-minded advisor', 'Comfort with ambiguity and complex problem-solving and strong cross-functional collaboration', 'Willingness to work from Hebbia’s New York City (SoHo) office']",,3,2
Hebbia,AI agents for financial services.,https://www.hebbia.com/,"AI Strategist, Private Equity","London, UK; New York City","Oct 20, 2025",https://job-boards.greenhouse.io/hebbia/jobs/4443105005,7,,"Strong analytics, VC and client-facing experience but lacks the 2–5 years of front‑office PE/equities workflow experience and senior-stakeholder depth required.","Hebbia is an AI platform for investors and bankers (founded 2020, backed by Peter Thiel and Andreessen Horowitz) whose product Matrix supports major asset managers. The AI Strategist, Private Equity (London or New York) partners with private equity clients to drive strategic value creation and deploy Hebbia’s AI, acting as the customer voice to influence product, commercial strategy, and account growth.","['Understand private equity and equity investing workflows and documentation to help customers extract value from Hebbia', 'Build and maintain strong relationships with clients, including executive-level stakeholders, and act as a trusted advisor', 'Tackle ambiguous and complex customer and product questions by combining user needs and technical capabilities', 'Bring customer insights to product and engineering teams to shape the product roadmap', 'Help grow the Engagement team with potential to manage a dedicated team in the near term']","['2–5 years experience in front-office roles (investment banking, private equity, hedge funds, late-stage venture capital, or corporate development)', 'Deep understanding of equities and investing workflows', 'Proven ability to combine customer-facing, analytical, strategic, and cross-functional work', 'Excellent relationship management skills with senior-level stakeholders', 'Strong ownership mindset and ability to lead enterprise engagements', 'Willingness to help build and scale a team and influence product and go-to-market strategy']",,4,2
Hebbia,AI agents for financial services.,https://www.hebbia.com/,"AI Strategist, Legal","London, UK; New York City","Oct 20, 2025",https://job-boards.greenhouse.io/hebbia/jobs/4443119005,7,,"Good match on ML, product ops, and user-facing/fast-startup work — but domain-specific (legal) experience and deep production engineering ownership are lacking and the role is more technical than Mason’s preferred business/strategy focus.","Hebbia is an AI platform for knowledge work used by finance, law, and Fortune 500 companies. Its product orchestrates AI agents that break complex tasks into actionable steps so users can extract, structure, and analyze millions of documents at scale and automate workflows with generative AI. The company is well-funded by top investors and is hiring across multiple functions.","['Design, build, and maintain the AI platform and orchestration of AI agents', 'Collaborate with users to extract, structure, and analyze large document sets at scale', 'Enable and implement workflow automations using generative AI', 'Work quickly in cross-functional teams at a fast-moving startup', 'Contribute diverse perspectives and help shape product and processes in ambiguous situations']","['Align with company core values: treat work as a craft to master', 'Comfort with ambiguity and a positive, optimistic approach to new challenges', 'Appreciation for diverse perspectives and uncommon ideas', 'Willingness to join a fast-moving, well-funded startup and work across functions']",,6,
Hebbia,AI agents for financial services.,https://www.hebbia.com/,"AI Strategist, Insurance",New York City,"Oct 20, 2025",https://job-boards.greenhouse.io/hebbia/jobs/4511608005,8,,"Good match on analytics, product, and customer-facing/strategy skills, but lacks the 2–5 years of insurance-specific experience and domain/workflow knowledge the role requires.","Hebbia is an AI platform for investors and bankers (Matrix) used by top asset managers. The AI Strategist, Insurance (NYC) will lead strategic value creation and deployments with insurance customers (insurers, reinsurers, brokers), serve as the voice of the customer, influence product roadmap, and grow the insurance vertical and team.","['Lead deployments and strategic value creation for insurance customers across brokerages, carriers, reinsurers, and investment asset managers', 'Deeply understand insurance workflows and documentation to design and implement creative Hebbia use cases', 'Build and maintain strong relationships with customers, including executive-level stakeholders, and act as a trusted advisor', 'Translate customer needs into product requirements and work with product/engineering to shape roadmap and future features', 'Tackle ambiguous, complex customer and product problems with a structured, analytical approach', 'Contribute to growth of the Insurance vertical and help build/manage a dedicated team as the function scales']","['2-5 years experience in insurance-related roles (e.g., brokering, commercial policy underwriting, claims management, or investment/asset management at an insurer)', 'Strong understanding of the insurance landscape, workflows, documentation, and relevant regulations', 'Proven ability to combine customer-facing, analytical, strategic, and cross-functional work', 'Excellent relationship management skills with senior-level stakeholders', 'Ownership mindset with initiative to identify and drive solutions in ambiguous situations', 'Distinctive analytical and problem-solving capabilities to structure open-ended problems and define actionable approaches', 'Comfort working closely with product and engineering teams to translate customer insights into product requirements and deployment playbooks']",,4,2
